PetID,Name,Type,Age Years,Primary Breed,Secondary Breed,Gender,Primary Color,Secondary Color,Tertiary Color,Maturity Size,FurLength,Vaccinated,Spayed,Health,Quantity,Fee,Zip Code,Video Amt,Photo Amt,Adopted ,Days to Adoption,Adoption Date
5eec2fedc,Winter: Last Season Left,dog,4,Mixed Breed,German Shepherd Dog,Female,Black,Brown,Golden,large,medium,yes,no,healthy,1,0,92104,0,10,YES,68,11/4/2019
5eee1e783,PUPPER,dog,2,Mixed Breed,,Male,Brown,Golden,,medium,medium,no,no,healthy,1,50,92104,0,3,YES,38,11/5/2019
5ef0ffe23,Toby,cat,6,Domestic Short Hair,,Male,Golden,,,small,short,yes,yes,minor injury,1,0,92102,0,2,YES,8,11/6/2019
5ef34251f,Beauty,cat,3,Domestic Short Hair,,Female,White,,,medium,medium,yes,no,healthy,1,0,92104,0,3,YES,23,11/7/2019
5f0bfe5a9,Lucky and Brownny,dog,1,Mixed Breed,Basenji,Male,Black,Brown,,medium,short,no,no,healthy,2,0,92104,0,3,YES,11,11/8/2019
5f0efae69,Two Kittens Mix Color Orange White,cat,2,Domestic Short Hair,,Female,Brown,Golden,White,medium,medium,no,no,healthy,2,0,92104,0,6,YES,16,11/9/2019
5f1896e5d,Lucky,dog,0,Mixed Breed,,Female,Black,Brown,,small,short,no,no,healthy,1,0,92104,0,4,YES,4,11/10/2019
5f19552c0,Tom Sullivan,cat,6,Domestic Short Hair,,Male,Yellow,White,,medium,short,yes,yes,healthy,1,100,92102,0,1,NO,,
5f1a700fd,Sephryn,dog,2,Mixed Breed,,Female,Brown,,,medium,medium,no,no,healthy,1,0,92104,0,5,YES,16,11/11/2019
5f20dde82,Mocha (Reserved - Rose),cat,8,Siamese,Domestic Short Hair,Male,Brown,Cream,,medium,short,yes,no,healthy,1,50,92104,0,8,YES,12,11/12/2019
5f2623cb9,,cat,3,Chausie,Singapura,Male,Brown,Golden,,small,short,unknown,unknown,healthy,1,0,92102,0,1,NO,,
5f2edae7c,June,dog,12,Mixed Breed,,Female,Black,Brown,,large,short,yes,yes,healthy,1,0,92104,0,2,NO,,
5f4f3347f,Molly,cat,15,American Wirehair,,Female,Black,Brown,White,small,medium,no,no,healthy,1,0,92104,0,5,YES,24,11/13/2019
5f5bd40ca,,cat,1,Domestic Medium Hair,,Female,Black,Brown,Yellow,medium,medium,no,no,healthy,1,0,92104,0,1,NO,,
5f5d44f43,Mochi,cat,2,Domestic Short Hair,,Female,Black,Cream,White,small,short,no,no,healthy,1,0,92102,1,5,YES,42,11/14/2019
5f64ee888,Black Cat,cat,1,Domestic Medium Hair,,Female,Black,,,small,medium,no,no,healthy,1,0,92104,0,1,YES,2,11/15/2019
5f68fcd05,Wicky,dog,8,Poodle,Spitz,Female,Brown,,,medium,medium,no,no,healthy,1,0,92118,0,3,NO,,
5f6d23ada,Tompok & Kecik,cat,0,Domestic Long Hair,Domestic Short Hair,Female,Black,Brown,White,large,long,unknown,unknown,healthy,2,50,92102,0,1,YES,15,11/16/2019
5f7343089,Jingle,dog,9,Jack Russell Terrier,Mixed Breed,Female,Black,Brown,White,medium,short,yes,yes,healthy,1,0,92104,0,7,YES,20,11/17/2019
5f79b840f,Nicole,cat,1,Domestic Short Hair,,Female,Brown,,,small,short,no,no,healthy,6,0,92104,0,1,YES,2,11/18/2019
5f891f500,Urgent Adoption - Male Kitten,cat,1,Domestic Short Hair,,Male,Black,Gray,,medium,short,no,no,healthy,1,0,92104,1,7,YES,30,11/19/2019
5f986901c,Puppy - Female,dog,1,Labrador Retriever,Mixed Breed,Female,Black,Gray,,large,short,no,no,healthy,1,0,92104,0,4,YES,2,11/20/2019
5f9a836f8,Pepsi & Cola,cat,1,Domestic Medium Hair,,Female,Black,Brown,Cream,medium,medium,no,no,healthy,2,0,92104,0,16,YES,34,10/4/2019
5f9abe87c,Jelly Bean,dog,1,Mixed Breed,,Female,White,,,medium,short,unknown,no,healthy,1,0,92104,0,3,YES,19,11/22/2019
5fc06cf73,Mickey (can Be Rename Later),dog,2,Mixed Breed,,Male,Black,Brown,,medium,short,no,no,minor injury,1,0,92104,0,2,YES,77,11/23/2019
5fc55b842,Terry,dog,5,Terrier,Mixed Breed,Female,Black,White,,small,short,yes,no,healthy,1,0,92104,0,4,YES,64,11/24/2019
5fc6599fc,Pappy,dog,3,Mixed Breed,,Male,Brown,White,,large,medium,unknown,no,healthy,1,0,92104,0,3,YES,34,11/25/2019
5fc71c87e,,cat,12,Domestic Short Hair,,Female,Brown,Cream,,medium,short,no,no,healthy,1,0,92104,0,1,NO,,
5fc91ab6b,Sassy,dog,2,Mixed Breed,,Female,Black,Yellow,,medium,short,yes,no,healthy,1,0,92104,0,4,YES,8,11/26/2019
5fcb3804f,Bailey,dog,2,Mixed Breed,,Female,Black,White,,medium,short,yes,unknown,healthy,1,0,92111,0,1,NO,,
5fcd44bf9,Bell Boy,dog,12,Dachshund,Mixed Breed,Female,Golden,Yellow,,small,short,unknown,unknown,healthy,1,0,92102,0,5,NO,,
5fd83540b,Strong And Handsome Male Puppies,dog,16,Mixed Breed,,Male,Brown,,,medium,short,yes,yes,healthy,2,300,92104,0,5,NO,,
5fde0ce59,Soy,cat,5,Domestic Short Hair,,Female,White,,,medium,short,no,no,healthy,1,0,92102,0,5,YES,32,11/27/2019
5fe2e44a2,,dog,2,Mixed Breed,,Male,Black,Brown,White,medium,short,no,no,healthy,4,0,92111,0,4,NO,,
5fed61438,Pekengese Without Mka,dog,3,Pekingese,,Male,Brown,Cream,,small,medium,yes,no,healthy,1,0,92101,0,2,YES,9,11/28/2019
5ff169a48,Fancy,dog,1,Mixed Breed,,Female,Cream,,,medium,medium,no,no,healthy,1,0,92104,0,2,YES,2,11/29/2019
5ff1a0cae,Atun,cat,1,Domestic Short Hair,,Female,Black,Brown,,medium,short,no,no,healthy,1,0,92102,0,1,YES,26,11/30/2019
5ff246254,Benjji,dog,2,Belgian Shepherd Malinois,Mixed Breed,Male,Black,Brown,,large,short,yes,no,healthy,1,0,92104,0,4,YES,69,10/1/2019
600f8eb25,Puinkey,cat,10,Domestic Short Hair,,Female,Black,Golden,White,medium,short,unknown,no,healthy,1,0,92104,0,1,NO,,
6029e0ed0,Nini,cat,4,Domestic Medium Hair,,Female,Gray,,,medium,medium,no,no,healthy,1,0,92104,0,2,YES,58,10/2/2019
603dbe569,BOO BOO,cat,4,Domestic Medium Hair,,Female,Black,Gray,White,medium,medium,no,unknown,healthy,1,0,92104,0,4,YES,3,10/3/2019
605ca1a51,Panda,cat,6,Domestic Short Hair,,Female,Golden,Yellow,,small,medium,unknown,unknown,healthy,1,1,92102,0,1,NO,,
605d07d33,Spot,dog,2,Mixed Breed,,Male,Brown,Cream,White,medium,short,no,no,healthy,1,150,92104,0,6,YES,1,10/4/2019
605eca728,Blacky,cat,3,Domestic Short Hair,,Female,Black,,,medium,short,no,no,healthy,1,0,92104,0,3,YES,2,10/5/2019
605f9cd41,Kenek,cat,1,Domestic Short Hair,,Male,Golden,Yellow,White,small,short,no,no,healthy,1,0,92104,0,2,NO,,
605fe21a1,Rex And Marley,dog,2,Mixed Breed,,Male,Cream,,,medium,short,yes,unknown,healthy,2,0,92111,0,2,NO,,
6083e589b,Kido,cat,12,Domestic Short Hair,,Female,Black,,,medium,short,no,yes,healthy,1,30,92104,0,3,NO,,
6085869a7,Nini,cat,2,Domestic Short Hair,,Female,Golden,White,,small,short,no,no,healthy,1,80,92104,0,3,YES,15,10/6/2019
60875e5f0,Blacky,dog,18,Mixed Breed,,Male,Black,,,medium,medium,yes,yes,healthy,1,0,92104,0,2,YES,86,10/7/2019
608a58c8e,â¤ Esenia Love â¤,cat,1,Russian Blue,Domestic Short Hair,Female,Cream,White,,medium,short,no,no,healthy,1,0,92104,0,5,YES,2,10/8/2019
6090e5de6,Nemo,dog,12,Mixed Breed,,Female,Black,,,medium,medium,yes,yes,healthy,1,0,92101,0,3,NO,,
60923a60d,Female No 1,dog,2,Mixed Breed,,Female,Brown,,,medium,short,no,no,healthy,1,0,92104,0,1,YES,2,10/9/2019
6097a5c1d,Beauty,cat,3,Domestic Short Hair,Applehead Siamese,Female,Black,White,,small,short,no,no,healthy,1,0,92111,0,4,YES,3,10/10/2019
60aca92c5,Kakak N Adik,cat,3,Domestic Short Hair,Domestic Short Hair,Female,Black,White,,small,short,no,no,healthy,2,0,92104,0,5,YES,18,10/11/2019
60b188249,Female - Unique Eye Colour (D133-060516),dog,19,Mixed Breed,,Female,Black,,,medium,short,yes,yes,healthy,1,80,92104,0,3,NO,,
60b9421cc,Nelly,cat,2,Domestic Short Hair,,Female,Black,Brown,White,medium,short,no,no,healthy,2,0,92104,0,3,YES,1,10/12/2019
60bbc32b6,Lucky,dog,11,Mixed Breed,,Male,Brown,White,,medium,medium,yes,unknown,healthy,1,0,92104,0,3,NO,,
60bf93971,Pixie,cat,7,Persian,Maine Coon,Female,Cream,Gray,White,medium,medium,no,no,healthy,1,0,92107,0,3,YES,1,10/13/2019
60c1c2fbd,Yellow Kids,cat,2,Domestic Short Hair,,Female,Yellow,White,,medium,short,no,no,healthy,1,0,92102,0,7,YES,9,10/14/2019
60ce9e319,B,cat,4,Domestic Long Hair,,Male,Black,,,small,long,no,no,healthy,1,0,92104,0,5,YES,1,10/15/2019
60ddc474c,Black Mommy &1  Pup,dog,2,Mixed Breed,Mixed Breed,Female,Black,,,medium,medium,yes,yes,healthy,2,0,92104,0,5,YES,4,10/16/2019
60e5899e2,Alfie,cat,3,Siamese,,Male,Cream,White,,medium,short,yes,no,healthy,1,0,92102,0,2,YES,4,10/17/2019
60f513e5a,Sophie,cat,12,Domestic Short Hair,,Female,Golden,Gray,White,medium,short,yes,yes,healthy,1,250,92111,0,3,NO,,
60fa6acbe,Panda,dog,3,Mixed Breed,,Female,White,,,medium,medium,no,no,healthy,1,300,92102,0,5,YES,27,10/18/2019
6102346ee,Ace,dog,2,Mixed Breed,,Male,Brown,,,medium,medium,yes,no,healthy,1,50,92104,0,1,YES,8,10/19/2019
610c05772,Phoenix,dog,1,Mixed Breed,,Female,Cream,,,medium,short,no,yes,healthy,1,0,92104,0,3,YES,65,10/20/2019
610ece7bd,Connie,dog,2,Mixed Breed,,Female,Yellow,,,medium,short,no,no,healthy,1,20,92111,0,1,YES,38,10/21/2019
6114449db,,cat,9,Domestic Short Hair,,Female,Cream,,,medium,short,no,no,healthy,1,0,92104,0,2,YES,14,10/22/2019
611970ebc,,cat,0,Domestic Short Hair,,Male,Black,,,small,short,no,no,healthy,1,0,92104,0,2,NO,,
611c6421b,Sugar,dog,4,Mixed Breed,,Female,Brown,White,,medium,short,no,yes,healthy,1,0,92102,0,11,YES,12,10/23/2019
6120ace5c,Abbot,cat,6,Domestic Short Hair,,Female,Gray,,,small,short,no,no,healthy,1,0,92104,0,3,YES,20,10/24/2019
6134ae21d,,dog,2,Mixed Breed,,Female,Black,White,,medium,medium,no,no,healthy,1,0,92102,0,6,YES,25,10/25/2019
6146d435c,Kittens (different Ages & Colours),cat,3,Domestic Short Hair,,Female,Brown,Golden,White,medium,short,no,no,healthy,7,0,92101,0,18,NO,,
6153f9d64,Mokki,dog,4,Mixed Breed,,Female,Black,White,,medium,medium,yes,no,healthy,1,0,92102,0,1,NO,,
6154a6716,Pretty Meow,cat,17,Domestic Short Hair,,Female,Black,White,,medium,short,yes,yes,healthy,1,0,92104,1,6,YES,26,10/26/2019
615af86e9,Five Sisters From Sendayan,dog,2,Mixed Breed,,Female,Black,Brown,Golden,medium,short,no,no,healthy,5,0,92104,0,1,NO,,
615afad71,Meelow,cat,2,Domestic Medium Hair,,Male,Golden,,,small,medium,no,no,healthy,1,0,92102,0,2,YES,24,10/27/2019
615df1d7d,Lashina,cat,7,Siamese,Domestic Short Hair,Female,Brown,Cream,,medium,short,no,yes,healthy,1,50,92104,0,4,YES,2,10/28/2019
615e51eef,Suzy The Cute Calico Kitten,cat,4,Domestic Short Hair,,Female,Black,Golden,White,medium,short,no,no,healthy,1,0,92104,0,7,YES,8,10/29/2019
615f2f661,Tommy,cat,3,Domestic Short Hair,,Male,Black,Gray,White,small,short,no,no,healthy,1,0,92104,0,1,YES,2,10/30/2019
615f5dc85,Barney,dog,3,Mixed Breed,,Male,Brown,,,medium,short,yes,no,healthy,1,0,92102,0,3,YES,3,10/31/2019
6178884d1,"Milo, Neslo, Kopi O, Teh O & Kopi",dog,2,Mixed Breed,,Male,Black,Brown,Yellow,medium,short,unknown,no,healthy,5,0,92101,0,14,NO,,
617ee6976,Renny,dog,1,Mixed Breed,,Female,Black,Brown,,medium,short,unknown,no,healthy,1,0,92104,0,3,YES,39,11/1/2019
618f4931a,Fat Girl,dog,2,Mixed Breed,,Female,Yellow,,,medium,medium,no,no,healthy,1,0,92104,0,13,YES,3,11/2/2019
6198e214e,Ricky,cat,3,Domestic Short Hair,,Male,Black,White,,medium,medium,yes,yes,healthy,1,0,92102,0,3,NO,,
619d6fdf8,Torey,cat,3,Domestic Short Hair,,Male,Black,White,,small,short,no,yes,healthy,1,0,92102,0,5,YES,31,11/3/2019
619dcb4e6,Shinney,dog,12,Doberman Pinscher,Mixed Breed,Female,Black,Yellow,,medium,short,yes,yes,healthy,1,0,92104,0,4,NO,,
619f26bfc,,dog,0,Schnauzer,,Female,Black,,,small,short,yes,yes,healthy,1,0,92111,0,0,YES,8,11/4/2019
61ac348d1,â¤ Havana Blue â¤,cat,1,Russian Blue,Domestic Short Hair,Female,Cream,Gray,White,medium,short,no,no,healthy,1,0,92104,0,5,YES,3,11/5/2019
61ac3c78c,Lab Mix Puppy 2,dog,2,Mixed Breed,Labrador Retriever,Female,Brown,,,medium,medium,yes,no,healthy,1,0,92104,0,0,YES,1,11/6/2019
61afb7281,2 Mth Old Half Persian (Black),cat,2,Domestic Medium Hair,Persian,Male,Black,,,small,medium,no,unknown,healthy,1,0,92104,0,3,YES,2,11/7/2019
61b6e170c,Goli,dog,4,Golden Retriever,Mixed Breed,Male,Cream,White,,large,medium,yes,no,healthy,1,0,92107,0,3,YES,24,11/8/2019
61ba636f0,Doggie 26,dog,3,Mixed Breed,,Female,Black,Brown,,medium,short,yes,no,healthy,1,0,92102,0,3,YES,86,11/9/2019
61bedc57d,Peaches & Kiwi ( Siblings),dog,2,Mixed Breed,Mixed Breed,Female,Brown,Gray,,medium,short,yes,no,healthy,2,0,92104,0,2,YES,16,11/10/2019
61bf517f2,,cat,20,Domestic Short Hair,Persian,Female,White,,,medium,short,no,yes,healthy,1,0,92107,0,3,YES,20,11/11/2019
61c1f3481,Playful,cat,2,Domestic Short Hair,,Male,Black,,,small,short,no,no,healthy,1,0,92102,0,4,NO,,
61d4dc56b,Sporty,dog,8,Terrier,,Female,Brown,White,,medium,short,yes,yes,healthy,1,0,92104,0,1,NO,,
61d819c6f,Midnite,dog,3,Mixed Breed,Mixed Breed,Male,Black,,,medium,medium,yes,no,healthy,1,0,92104,0,1,YES,20,11/12/2019
61da44459,Male Puppy,dog,2,Mixed Breed,,Male,Brown,White,,medium,short,yes,no,healthy,1,0,92111,0,7,YES,6,11/13/2019
61dc8345a,Puppy,dog,2,Mixed Breed,Mixed Breed,Male,Cream,,,medium,medium,no,no,healthy,1,0,92118,0,1,NO,,
61e477c0a,4 Little Kitties,cat,2,Domestic Short Hair,,Male,Black,Brown,White,medium,short,no,no,healthy,4,0,92107,0,8,YES,35,11/14/2019
61e7f4ebe,Fabel,dog,4,Mixed Breed,,Female,Brown,,,medium,short,yes,no,healthy,1,0,92102,0,10,YES,43,11/15/2019
61f0927c3,Pinky & Choky,cat,4,Calico,,Female,Black,Golden,White,medium,short,yes,no,healthy,2,0,92104,0,3,YES,2,11/16/2019
61f22ed16,Brisco,dog,1,Mixed Breed,,Male,Brown,White,,medium,medium,yes,no,healthy,1,0,92104,0,7,YES,31,11/17/2019
61f95d269,Blacky,cat,5,Domestic Short Hair,Tabby,Male,Black,,,medium,short,no,no,healthy,1,0,92104,0,1,YES,25,11/18/2019
61fa73996,Cherry,cat,19,Domestic Medium Hair,Domestic Medium Hair,Female,Black,Yellow,White,large,medium,yes,yes,healthy,1,0,92104,0,0,YES,1,11/19/2019
61fa7980d,Wangki 04,dog,1,Mixed Breed,,Female,Black,Brown,,medium,medium,no,no,healthy,1,0,92118,0,1,YES,12,11/20/2019
61fa95b3b,"SUNKIST (smart, Loyal, Small Size)",dog,7,Mixed Breed,Mixed Breed,Female,Black,Brown,,small,short,yes,yes,healthy,1,0,92104,3,24,NO,,
6202e7d4d,Alti Grey,cat,13,Tabby,,Female,Gray,White,,medium,medium,no,yes,healthy,1,0,92104,0,1,NO,,
620796ee7,,dog,2,Mixed Breed,,Female,Brown,,,medium,medium,yes,no,healthy,1,0,92101,0,1,YES,12,10/4/2019
620ebd7ab,B Boy,dog,1,Mixed Breed,,Male,Black,Brown,,medium,medium,no,no,healthy,1,0,92102,0,1,YES,33,11/22/2019
6219a1e79,Jerry,dog,2,Mixed Breed,Mixed Breed,Male,Brown,,,medium,medium,yes,no,healthy,1,0,92104,0,4,YES,13,11/23/2019
621b83ac7,Ben,dog,7,Golden Retriever,,Male,Golden,,,large,medium,yes,yes,healthy,1,250,92104,0,4,NO,,
6220663ba,Smarti,dog,1,Mixed Breed,,Male,Brown,,,medium,short,yes,no,healthy,1,0,92104,0,6,YES,43,11/24/2019
6223c652f,Baby Hak,cat,12,Domestic Medium Hair,,Male,Black,,,medium,medium,no,no,healthy,1,0,92104,0,1,YES,60,10/30/2019
6230b6c50,Kitty,cat,4,Domestic Short Hair,,Female,Black,Brown,Yellow,medium,short,yes,yes,healthy,1,0,92118,0,4,YES,40,11/26/2019
623111d43,Precious Blind Kitten,cat,1,Domestic Medium Hair,Domestic Medium Hair,Male,Black,White,,medium,medium,no,no,healthy,1,0,92104,0,3,YES,2,11/27/2019
623138a05,Shadoww,dog,9,Labrador Retriever,,Male,Black,,,large,short,unknown,unknown,healthy,1,0,92104,0,1,YES,18,11/28/2019
6231ed9b3,Yoyo,dog,0,Yorkshire Terrier Yorkie,,Female,Black,Brown,,small,long,yes,yes,healthy,1,280,92104,0,2,YES,11,11/29/2019
62332ea2c,Grey,cat,1,Domestic Long Hair,,Female,Black,Gray,,small,long,no,no,healthy,1,0,92101,0,2,YES,2,11/30/2019
624fadbd4,Jayden,cat,2,Domestic Short Hair,Domestic Short Hair,Male,Brown,White,,small,short,unknown,yes,healthy,1,0,92102,0,3,YES,12,12/1/2019
62550cf78,Snowball & Kipper,cat,18,Persian,Domestic Short Hair,Female,Cream,,,medium,medium,unknown,no,healthy,2,0,92104,0,5,YES,1,12/2/2019
625543b75,Miskin,cat,3,Domestic Short Hair,,Female,Black,Yellow,White,medium,medium,no,no,healthy,1,0,92102,3,10,YES,48,12/3/2019
6257ac9e4,Rambutan,dog,12,Mixed Breed,,Female,Yellow,Cream,,medium,medium,yes,yes,healthy,1,0,92104,0,1,NO,,
62583aec1,Baby,dog,3,Mixed Breed,,Female,Black,Brown,,medium,medium,no,no,healthy,1,0,92102,0,3,NO,,
6258b0d76,Beauty,dog,2,Mixed Breed,,Female,Black,White,,medium,medium,no,no,minor injury,1,150,92104,0,2,NO,,
62613fb88,Tofu,dog,3,Mixed Breed,,Female,Cream,White,,medium,short,yes,yes,healthy,1,300,92104,0,3,NO,,
6268d4d68,Doggy,dog,12,Mixed Breed,,Male,Yellow,,,medium,short,unknown,unknown,healthy,1,0,92102,0,1,NO,,
6272ed019,Tummie,cat,2,Domestic Short Hair,,Female,Cream,White,,small,short,no,no,healthy,1,0,92102,0,1,YES,3,12/4/2019
6276a846c,Female Schnauzer,dog,0,Schnauzer,,Female,Black,Cream,White,small,short,yes,yes,healthy,1,300,92104,0,2,YES,88,12/5/2019
628439a3a,Donny,dog,2,Mixed Breed,,Male,Black,Brown,,medium,short,no,no,healthy,1,0,92104,0,7,YES,16,12/6/2019
62887c0ea,Sena,cat,12,British Shorthair,Scottish Fold,Female,Black,Golden,White,medium,short,unknown,yes,healthy,1,0,92111,0,2,NO,,
628a224b2,Batgirl,cat,10,Domestic Short Hair,,Female,Black,White,,small,short,yes,yes,healthy,1,0,92102,0,1,YES,17,12/7/2019
628e30f3b,Ebony,dog,4,German Shepherd Dog,Mixed Breed,Female,Black,Brown,,medium,medium,yes,yes,healthy,1,0,92104,0,2,YES,53,12/8/2019
628f11673,Buddy,dog,2,Mixed Breed,,Male,Brown,White,,small,short,unknown,unknown,healthy,1,0,92104,0,1,NO,,
628fd5227,Tiger,cat,3,Domestic Short Hair,,Male,Yellow,Cream,,medium,short,no,no,healthy,1,0,92104,0,3,YES,2,12/9/2019
62955be50,Dowry,cat,3,Domestic Medium Hair,Calico,Female,Black,Yellow,White,medium,medium,no,no,healthy,1,150,92104,0,8,NO,,
6296e909a,Coco,dog,2,Mixed Breed,,Female,Brown,Cream,,medium,short,no,no,healthy,1,0,92107,0,1,YES,1,12/10/2019
629df03ce,Candy,dog,1,Mixed Breed,,Female,Cream,White,,medium,medium,no,no,healthy,1,0,92111,0,2,YES,25,12/11/2019
62b8390e7,Mother Cat,cat,12,Domestic Short Hair,Siamese,Female,Brown,,,medium,short,yes,yes,healthy,1,0,92104,0,4,YES,42,12/12/2019
62b9cb163,Fluffy,dog,2,Mixed Breed,Mixed Breed,Female,Black,White,,medium,short,unknown,unknown,healthy,1,0,92104,0,1,YES,8,12/13/2019
62bf39bdf,Trexie,dog,7,German Spitz,Mixed Breed,Female,Black,,,medium,medium,unknown,yes,healthy,1,0,92104,0,3,NO,,
62bf4037c,Tabby Girl 2,cat,2,Domestic Short Hair,,Female,Black,Brown,Gray,medium,short,no,no,healthy,1,50,92104,1,6,YES,21,12/14/2019
62c16fa1a,Simba,cat,2,Domestic Short Hair,,Male,Brown,,,medium,short,yes,no,healthy,1,0,92102,0,5,YES,32,12/15/2019
62d09ac7c,Lollypop,cat,2,Domestic Short Hair,,Male,Black,Golden,Cream,medium,short,no,no,healthy,5,0,92102,0,3,YES,35,12/16/2019
62d6817ab,Nomi Kitten,cat,3,Domestic Medium Hair,,Female,Black,White,,medium,medium,no,unknown,healthy,1,0,92104,0,4,NO,,
62d822791,Cello,cat,18,Domestic Short Hair,,Male,Brown,,,small,short,unknown,unknown,healthy,1,0,92102,0,6,YES,37,12/17/2019
62da2d031,Manny,dog,3,Mixed Breed,,Male,Cream,,,medium,short,yes,no,healthy,1,50,92104,0,2,NO,,
62e2e9071,,cat,5,Domestic Medium Hair,,Female,Cream,Gray,,medium,short,no,no,healthy,2,0,92102,0,2,NO,,
62eac41fa,Peeko Boy,dog,1,Mixed Breed,,Male,Cream,,,medium,medium,unknown,no,healthy,1,0,92104,0,2,YES,81,12/18/2019
62f87187d,Daisy,dog,4,Mixed Breed,,Female,Cream,,,small,short,no,no,healthy,1,0,92104,0,0,NO,,
63051e3ca,Henry,cat,2,Domestic Short Hair,,Female,Gray,White,,medium,short,no,no,healthy,1,50,92104,0,2,YES,34,12/19/2019
63057be1d,Sophieee,dog,0,American Staffordshire Terrier,,Female,Black,White,,medium,short,yes,yes,healthy,1,0,92102,0,2,YES,63,12/20/2019
630fe24e7,,dog,2,Mixed Breed,,Female,Black,Brown,,medium,short,no,no,healthy,1,0,92104,0,4,YES,57,12/21/2019
6314ae1c4,Pup,dog,1,Mixed Breed,,Female,Brown,Golden,,small,short,yes,no,healthy,1,30,92102,0,5,NO,,
6316b9647,Brunoâºï¸ð¶,dog,9,Mixed Breed,Mixed Breed,Male,Black,,,medium,medium,yes,no,healthy,1,5,92102,0,5,NO,,
631a6a27e,Lil' Po,cat,1,Tuxedo,,Male,Black,White,,medium,medium,no,no,healthy,1,50,92104,0,3,YES,1,12/22/2019
631fa08ed,,dog,0,Mixed Breed,,Female,Black,,,medium,short,unknown,unknown,serious injury,1,0,92102,0,1,NO,,
6326958d4,Zone A3 P7,dog,2,Mixed Breed,,Male,Black,Brown,,small,short,yes,no,healthy,1,0,92104,0,3,NO,,
6326e5387,Fay,dog,4,German Shepherd Dog,Mixed Breed,Female,Black,Brown,,medium,short,unknown,no,healthy,1,0,92104,0,3,YES,67,12/23/2019
632a3742c,Grey Kitten,cat,3,Domestic Short Hair,,Female,Gray,White,,small,short,no,no,healthy,1,0,92104,0,3,YES,36,12/23/2019
632b28a99,Ginger Kitten,cat,3,Domestic Short Hair,,Male,Golden,,,medium,short,no,no,healthy,1,0,92104,0,1,YES,7,12/21/2019
6333963fe,Buddy/Dharma,cat,0,Persian,Himalayan,Female,Cream,,,medium,long,yes,yes,healthy,2,0,92102,0,2,YES,7,12/26/2019
634aa14a6,Pinocchio,dog,2,Mixed Breed,Spitz,Male,Cream,,,medium,medium,no,no,healthy,1,0,92104,0,3,YES,26,12/27/2019
634f65242,Grey Baby Girl,cat,2,Domestic Short Hair,Domestic Medium Hair,Female,Cream,Gray,,medium,short,no,no,healthy,1,50,92104,0,6,YES,2,12/28/2019
63562f208,Gracie,dog,1,Mixed Breed,,Female,Cream,,,medium,short,no,no,healthy,1,0,92104,0,1,YES,43,12/29/2019
636389c7d,Comot,cat,12,Bengal,Domestic Short Hair,Female,Black,White,,medium,short,yes,no,healthy,1,0,92104,0,4,YES,21,10/1/2019
63647ce22,Charlie,cat,12,Persian,Domestic Long Hair,Male,Black,White,,large,medium,yes,yes,healthy,1,200,92104,0,12,YES,76,10/2/2019
6366dd2f9,Cute Tortoiseshell Kitten,cat,5,Domestic Short Hair,,Female,Black,Brown,Yellow,medium,short,no,no,healthy,1,0,92104,0,6,YES,28,10/3/2019
63697128e,Ah Girl,dog,15,Poodle,Poodle,Female,Cream,,,medium,short,yes,no,healthy,1,500,92118,0,1,NO,,
636d6a0d9,Yogi B,dog,2,Labrador Retriever,,Female,Black,,,large,short,unknown,unknown,healthy,1,0,92104,0,5,YES,12,10/4/2019
637e741e8,Nie Nie,dog,2,Mixed Breed,,Female,Black,Yellow,,medium,short,yes,no,healthy,1,0,92104,0,4,YES,26,10/5/2019
6381b1706,Daisy,dog,3,Mixed Breed,,Female,Black,Cream,,large,short,no,no,healthy,1,0,92102,0,5,YES,11,10/6/2019
638a1f488,Max Boy,dog,2,Mixed Breed,,Male,Black,Brown,Golden,small,short,no,no,healthy,1,150,92104,1,4,YES,1,10/7/2019
639a4bcfd,Snoopy,cat,1,Domestic Short Hair,,Male,Black,White,,medium,short,no,no,healthy,1,0,92102,0,5,YES,18,10/8/2019
639fed947,Happy Guard,dog,2,Mixed Breed,,Female,Brown,,,medium,short,no,no,healthy,2,0,92102,0,4,NO,,
63a1fb887,Oggy,cat,3,Domestic Short Hair,,Male,Black,White,,small,short,no,no,healthy,1,0,92104,0,9,YES,2,10/9/2019
63a3f229c,Singha,cat,2,Domestic Medium Hair,,Male,Black,White,,medium,short,yes,unknown,healthy,1,0,92102,0,1,YES,85,10/10/2019
63a4f8b8a,Mighty Monty,cat,1,Domestic Short Hair,Tabby,Male,Golden,,,small,short,no,no,healthy,1,0,92104,0,12,YES,2,10/11/2019
63a542d16,Zee1,dog,2,Mixed Breed,Mixed Breed,Male,Black,Brown,Yellow,medium,medium,no,no,healthy,1,0,92104,0,5,YES,25,10/12/2019
63a5af53c,Molly,cat,10,Russian Blue,,Female,Black,Gray,White,small,short,unknown,no,healthy,3,50,92102,0,3,YES,2,10/13/2019
63afbf2f2,Puppy Dog - Returned HOME! :),dog,0,Mixed Breed,,Female,Black,,,medium,short,unknown,no,minor injury,1,0,92104,0,4,YES,38,10/14/2019
63b5f502a,Levi,cat,6,Persian,Domestic Medium Hair,Male,Gray,White,,medium,medium,yes,no,healthy,1,200,92104,0,5,YES,12,10/15/2019
63ba3f4a7,Bubba,cat,1,Domestic Short Hair,,Male,Yellow,,,small,short,no,no,healthy,1,0,92102,0,4,YES,22,10/16/2019
